fiyat,net_metrekare,oda_sayısı,dairenin_katı,ısıtma,banyo_sayısı,tipi,bina_yaşı,site_içerisinde,yapı_durumu,takas,wc_sayısı,yapı_tipi,aidat,eşya_durumu
1950000.0,120.0,3,2,3,1,1,0,1,1,0,1,0,1,0
2575000.0,80.0,2,2,1,1,1,1,1,1,1,2,0,1,0
4650000.0,178.0,4,4,1,2,1,1,1,1,0,3,0,1,0
1550000.0,130.0,3,2,1,1,1,1,1,1,1,1,0,1,0
2300000.0,120.0,3,2,0,1,1,2,1,1,1,2,0,1,0
2525000.0,175.0,2,2,1,2,1,0,1,1,1,2,0,1,0
2600000.0,125.0,3,2,1,2,1,0,1,1,1,2,0,1,0
3350000.0,150.0,4,2,1,2,1,0,1,1,1,2,0,1,0
2850000.0,115.0,3,2,1,1,1,1,1,1,0,2,0,1,0
1700000.0,85.0,2,2,1,1,1,0,1,1,1,1,0,1,0
2300000.0,55.0,1,2,1,1,1,0,0,1,1,2,0,1,0
3190000.0,180.0,4,2,1,2,1,1,1,1,1,2,0,1,0
2600000.0,130.0,3,2,1,1,1,1,1,1,0,2,0,1,0
1350000.0,87.0,2,2,3,1,1,2,1,1,1,1,0,1,0
1800000.0,90.0,2,2,0,2,1,0,1,0,1,1,0,1,0
2100000.0,85.0,2,2,0,1,1,0,1,1,1,2,0,1,0
1900000.0,275.0,2,2,3,1,4,1,1,1,0,1,0,1,0
1580000.0,80.0,2,2,0,1,1,1,1,1,1,2,0,1,0
2130000.0,130.0,3,2,1,2,1,2,1,1,1,2,0,1,0
1820000.0,90.0,2,2,3,1,1,1,1,1,1,2,0,1,0
1400000.0,135.0,3,2,0,1,1,1,1,1,0,1,0,1,0
1100000.0,90.0,2,2,3,1,1,2,1,1,1,1,0,1,0
2600000.0,140.0,3,2,3,1,1,1,1,1,1,1,0,1,0
3100000.0,135.0,3,2,0,1,1,1,1,1,0,1,0,1,0
1290000.0,110.0,3,2,3,1,1,1,1,1,1,1,0,1,0
5300000.0,235.0,4,2,3,2,4,1,1,1,0,1,0,0,0
2200000.0,260.0,4,2,0,2,1,1,1,1,1,2,0,1,0
1260000.0,50.0,1,2,2,1,1,0,1,1,1,2,0,1,0
2100000.0,130.0,3,2,1,1,1,1,1,1,1,2,0,1,0
1485000.0,85.0,2,2,1,1,1,1,1,1,1,1,0,1,0
1150000.0,90.0,2,2,3,1,1,2,1,1,0,1,0,0,0
1350000.0,90.0,2,2,1,1,1,1,1,1,1,2,0,1,0
1485000.0,80.0,2,2,1,1,1,1,1,1,1,2,0,1,0
2800000.0,120.0,3,2,1,2,1,0,1,1,1,2,0,1,0
1485000.0,85.0,2,2,1,1,1,1,1,1,0,2,0,1,0
1550000.0,40.0,1,2,1,1,1,0,1,1,1,2,0,1,0
2350000.0,125.0,3,2,1,2,1,1,1,1,1,2,0,1,0
1750000.0,80.0,2,2,1,1,1,0,1,1,1,1,0,1,0
2550000.0,135.0,3,2,1,1,1,1,1,1,0,2,0,1,0
2349000.0,113.0,3,2,1,1,1,0,1,1,1,2,0,1,0
2475000.0,120.0,3,2,1,1,1,2,1,1,0,2,0,1,0
1650000.0,80.0,2,2,1,1,1,2,1,1,0,2,0,1,0
2100000.0,125.0,3,2,1,1,1,1,1,1,0,2,0,1,0
1800000.0,90.0,2,2,1,1,1,1,1,1,0,2,0,1,0
1575000.0,150.0,3,4,3,1,1,1,0,1,0,3,0,1,0
880000.0,50.0,1,2,3,1,4,1,1,1,0,1,0,1,0
2750000.0,145.0,4,2,1,2,1,0,1,1,1,3,0,1,0
1750000.0,120.0,3,2,1,1,1,1,1,1,1,2,0,1,0
3150000.0,150.0,3,2,1,2,1,0,1,1,0,2,0,1,0
2100000.0,125.0,3,2,1,1,1,2,1,1,0,2,0,1,0
1900000.0,55.0,1,2,1,1,1,0,0,1,0,2,0,1,1
2300000.0,130.0,3,2,1,2,1,0,1,1,1,2,0,1,0
1975000.0,85.0,2,2,1,2,1,0,0,1,0,2,0,1,0
1835000.0,135.0,2,2,1,1,1,1,1,1,1,2,0,1,0
2100000.0,100.0,2,2,1,1,1,0,1,1,1,2,0,1,0
1550000.0,60.0,1,2,1,1,1,0,1,1,1,2,0,1,0
2475000.0,110.0,3,2,1,1,1,2,1,1,1,2,0,1,0
1800000.0,80.0,2,2,1,1,1,1,1,1,1,2,0,1,0
1370000.0,105.0,2,2,1,1,1,2,1,1,1,1,0,0,0
3300000.0,120.0,3,2,1,2,1,2,1,1,1,2,0,1,0
2300000.0,110.0,2,2,3,1,1,2,1,1,1,2,0,1,0
1690000.0,85.0,2,2,1,1,1,0,1,1,1,1,0,1,0
2150000.0,120.0,3,2,1,1,1,0,1,0,1,1,0,0,0
2350000.0,100.0,2,2,1,1,1,0,1,0,0,2,0,1,0
6900000.0,198.0,4,2,1,2,1,1,1,1,1,2,0,1,0
1100000.0,120.0,3,2,3,1,1,1,1,1,1,2,0,1,0
1385000.0,80.0,2,2,2,1,1,1,1,1,1,2,0,1,0
3500000.0,150.0,3,2,1,1,1,1,1,1,1,2,0,1,0
1580000.0,65.0,2,2,3,1,1,1,1,1,1,1,0,1,0
2000000.0,115.0,3,2,3,1,1,1,1,1,1,2,0,1,0
2090000.0,85.0,2,2,0,1,1,2,0,1,1,2,0,1,0
2425000.0,120.0,3,2,1,1,1,0,1,1,1,2,0,1,0
1700000.0,70.0,2,2,2,1,4,2,1,1,1,1,0,1,0
3498000.0,130.0,3,2,1,1,1,1,1,1,0,2,0,1,0
1625000.0,85.0,2,2,1,1,1,1,1,1,1,2,0,1,0
3750000.0,150.0,3,2,1,1,1,2,1,1,1,2,0,1,0
6150000.0,145.0,3,2,1,2,1,0,1,1,1,2,0,1,0
2950000.0,120.0,3,2,1,1,1,1,1,1,0,2,0,1,0
2849000.0,110.0,3,2,1,1,1,1,1,1,0,2,0,1,0
1620000.0,110.0,3,2,1,1,1,1,1,1,0,2,0,1,0
3350000.0,120.0,3,2,1,1,1,1,0,1,0,2,0,1,0
2685000.0,120.0,3,2,1,1,1,1,1,1,1,2,0,1,0
3350000.0,125.0,3,2,1,1,1,1,1,1,0,2,0,1,0
2675000.0,85.0,2,2,1,1,1,0,1,1,0,2,0,1,1
1650000.0,140.0,3,0,1,1,1,1,1,1,0,2,0,1,0
1695000.0,130.0,3,2,1,1,1,1,1,1,1,2,0,1,0
2195000.0,110.0,1,2,2,1,4,2,1,1,0,2,0,1,0
1900000.0,105.0,3,2,1,1,1,1,1,1,1,2,0,1,0
1575000.0,75.0,2,2,1,1,1,2,1,1,1,2,0,1,0
1725000.0,80.0,2,2,1,1,1,1,1,1,1,2,0,1,0
1550000.0,55.0,1,2,1,1,1,0,1,1,1,2,0,1,0
1280000.0,55.0,1,2,1,1,1,0,1,1,1,2,0,1,1
1700000.0,95.0,2,2,1,2,1,0,1,1,1,2,0,1,0
2100000.0,90.0,2,2,1,1,1,0,1,1,1,2,0,1,0
1550000.0,55.0,1,2,1,1,1,0,1,1,1,2,0,1,0
2375000.0,70.0,1,2,1,1,1,2,0,1,1,1,0,2,1
2400000.0,200.0,4,2,1,2,1,0,1,1,1,2,0,1,0
1300000.0,115.0,3,2,3,1,1,1,1,1,1,1,0,0,0
3150000.0,84.0,0,2,1,0,0,1,1,1,1,2,0,1,0
1850000.0,90.0,2,2,1,1,1,0,1,1,0,2,0,1,0
1550000.0,120.0,3,2,3,1,1,1,1,1,0,2,0,1,0
1500000.0,125.0,3,2,1,1,1,1,0,1,1,2,0,1,0
1765000.0,90.0,2,2,3,1,1,0,1,1,1,2,0,1,0
1350000.0,125.0,3,2,1,1,1,1,1,1,1,2,0,1,0
1300000.0,110.0,3,2,3,1,1,1,1,1,1,2,0,1,0
2250000.0,125.0,3,2,1,2,1,0,1,1,1,2,0,1,0
1750000.0,90.0,2,2,1,1,1,0,1,1,1,2,0,1,0
1235000.0,135.0,3,2,3,1,1,1,1,1,1,2,0,1,0
1550000.0,388.0,4,2,2,2,4,1,1,1,0,4,1,1,0
10000000.0,95.0,2,2,1,2,2,0,1,1,1,2,0,1,0
3900000.0,135.0,3,2,1,1,1,1,0,1,1,2,0,1,0
3600000.0,55.0,0,2,3,1,4,0,1,1,1,2,0,1,0
2800000.0,175.0,3,3,1,2,1,0,0,1,0,2,0,1,0
1595000.0,138.0,3,2,1,1,1,1,1,1,0,2,0,1,0
1695000.0,135.0,3,2,1,1,1,1,1,1,0,2,0,1,0
1650000.0,95.0,2,2,1,1,1,0,1,0,0,2,0,0,0
2000000.0,145.0,3,2,1,1,1,0,1,1,1,2,0,0,0
1700000.0,100.0,3,2,1,1,1,1,1,1,0,2,0,1,0
1260000.0,100.0,2,2,0,1,1,1,1,1,1,2,0,1,0
1900000.0,105.0,2,2,1,1,1,1,1,1,0,2,0,1,0
1890000.0,75.0,2,2,1,1,1,1,1,1,1,2,0,1,0
1799000.0,137.0,3,2,1,1,1,1,1,1,1,2,0,1,0
1780000.0,95.0,2,2,1,1,1,0,1,0,0,1,0,0,0
1790000.0,105.0,2,2,1,1,1,1,1,1,1,2,0,1,0
2000000.0,100.0,2,2,1,1,1,0,0,1,0,1,0,1,0
1700000.0,100.0,2,2,1,1,1,0,1,1,1,2,0,1,0
2030000.0,125.0,3,2,1,2,1,0,1,1,1,2,0,1,0
1550000.0,80.0,2,2,1,1,1,1,1,1,0,1,0,1,0
1625000.0,87.0,2,2,1,1,1,1,1,1,0,2,0,1,0
1540000.0,125.0,3,2,1,1,1,1,1,1,1,2,0,1,0
3750000.0,160.0,4,2,1,2,1,0,1,1,1,2,0,1,0
1485000.0,80.0,2,2,1,1,1,1,1,1,1,2,0,1,0
2750000.0,210.0,4,2,1,2,1,2,1,1,1,2,0,1,0
1645000.0,80.0,2,2,1,1,1,0,1,1,1,2,0,1,0
4200000.0,165.0,3,2,1,2,4,1,1,1,1,2,0,1,0
1749000.0,115.0,3,2,1,1,1,1,1,1,1,2,0,1,0
1620000.0,125.0,3,0,1,1,1,0,1,1,0,2,0,1,0
1250000.0,60.0,2,2,3,1,1,1,1,1,0,1,3,1,0
2250000.0,116.0,3,2,1,2,1,1,1,1,1,2,0,1,0
2500000.0,130.0,3,2,1,1,1,1,1,1,0,2,0,1,0
2400000.0,120.0,3,2,1,1,1,1,1,1,1,2,0,1,0
1850000.0,90.0,2,2,1,1,1,2,1,1,0,2,0,1,0
1575000.0,75.0,2,2,1,1,1,2,1,1,1,1,0,1,0
1575000.0,85.0,2,2,1,1,1,1,1,1,0,1,0,1,0
1200000.0,110.0,3,2,3,1,1,1,1,1,1,2,0,1,0
1375000.0,85.0,2,2,1,1,1,2,1,1,1,2,0,1,0
1665000.0,75.0,2,2,1,1,1,0,1,1,1,2,0,1,0
2600000.0,150.0,3,1,1,2,1,0,1,1,0,2,0,1,0
1930000.0,150.0,3,2,1,2,1,0,1,1,1,2,0,1,0
2350000.0,100.0,2,2,1,1,1,0,1,1,1,2,0,1,0
1510000.0,105.0,3,2,1,1,1,1,1,1,1,2,0,1,0
2400000.0,120.0,2,2,1,2,1,0,1,0,1,2,0,1,0
2400000.0,120.0,2,2,1,2,1,0,1,0,1,2,0,1,0
1300000.0,410.0,4,4,3,1,1,2,1,1,1,2,0,1,0
1325000.0,90.0,2,2,0,1,1,1,1,1,1,2,0,1,0
1620000.0,125.0,3,2,1,1,1,1,1,1,0,2,0,1,0
2700000.0,120.0,3,2,1,1,1,1,1,1,0,2,0,1,0
1455000.0,85.0,2,2,1,1,1,0,1,1,0,1,0,1,0
3200000.0,140.0,3,2,3,1,4,1,1,1,1,2,0,1,0
1800000.0,120.0,3,2,1,1,1,2,1,1,1,2,0,1,0
3190000.0,98.0,2,2,1,1,1,0,1,1,1,2,0,1,0
4550000.0,135.0,3,2,1,2,1,0,1,1,0,2,0,1,0
3200000.0,130.0,3,2,1,1,1,1,1,1,0,2,0,1,0
1750000.0,85.0,2,2,1,1,1,1,1,1,0,2,0,1,0
2250000.0,160.0,3,2,1,1,1,2,1,1,1,2,0,1,0
1790000.0,125.0,3,2,1,1,1,1,1,1,0,2,0,1,0
2180000.0,170.0,4,2,1,2,1,0,1,1,0,2,0,1,0
2700000.0,155.0,3,2,1,2,1,0,1,1,1,2,0,1,0
790000.0,100.0,2,2,3,1,4,1,1,1,1,2,0,1,0
1150000.0,130.0,3,2,3,1,1,1,1,1,1,2,0,1,0
4500000.0,200.0,4,2,1,2,1,2,1,1,1,2,0,1,0
2445000.0,38.0,1,2,1,1,1,0,1,0,1,1,0,1,0
2645000.0,140.0,4,2,1,1,1,1,1,1,0,2,0,1,0
1645000.0,100.0,2,2,1,1,1,0,1,1,0,2,0,1,0
3800000.0,110.0,3,2,1,1,1,2,1,1,1,2,0,1,0
1970000.0,110.0,3,2,2,1,1,1,1,1,1,2,0,1,0
2455000.0,115.0,3,2,1,1,1,0,1,1,0,2,0,1,0
2000000.0,115.0,3,2,1,1,1,1,1,1,1,2,0,1,0
2500000.0,135.0,3,2,1,2,1,2,1,1,1,3,0,1,0
1235000.0,60.0,2,2,1,1,1,0,1,1,1,2,0,1,0
3000000.0,120.0,3,2,0,2,1,0,1,0,1,2,0,0,0
2190000.0,125.0,3,2,1,1,1,0,1,1,1,2,0,1,0
1830000.0,75.0,2,2,1,1,1,1,1,1,1,1,0,1,0
2450000.0,135.0,3,2,1,1,1,2,1,1,1,1,0,1,0
1845000.0,100.0,2,2,1,1,1,2,1,1,1,1,0,1,0
1300000.0,98.0,2,2,1,1,1,1,0,1,1,2,0,1,0
2570000.0,95.0,2,2,1,1,1,2,1,1,1,2,0,1,0
2500000.0,90.0,2,2,1,1,1,1,1,1,1,2,0,1,0
2300000.0,100.0,2,2,1,1,1,1,1,1,1,2,0,1,0
2599000.0,105.0,3,2,1,2,1,1,1,1,1,2,0,1,0
7470000.0,180.0,4,2,1,2,1,2,0,1,0,2,0,1,0
2950000.0,110.0,3,2,1,1,1,1,1,1,1,2,0,1,0
6750000.0,230.0,4,2,1,4,1,2,1,1,1,2,0,1,0
550000.0,300.0,2,4,3,1,1,1,0,1,1,2,0,1,0
2550000.0,120.0,3,2,1,1,1,0,1,1,1,2,0,1,0
1465000.0,90.0,2,2,1,1,1,1,1,1,0,2,0,1,0
1650000.0,88.0,3,2,1,1,1,2,1,1,1,2,0,1,0
1850000.0,120.0,3,2,1,1,1,2,1,1,1,2,0,1,0
1180000.0,130.0,3,2,2,1,1,1,1,1,1,2,0,1,0
3100000.0,280.0,4,2,1,2,1,1,1,1,0,2,0,1,0
1920000.0,125.0,3,2,1,2,1,0,1,1,1,2,0,1,0
3200000.0,120.0,3,2,1,1,1,1,0,1,1,2,0,1,0
935000.0,100.0,3,2,3,1,3,1,1,1,0,2,0,1,0
2775000.0,91.0,2,2,1,1,1,1,0,1,0,2,0,1,0
3180000.0,210.0,4,2,1,2,1,0,1,1,0,2,0,1,0
3000000.0,120.0,3,2,1,1,1,1,1,1,0,2,0,1,0
490000.0,90.0,1,2,3,1,4,1,1,1,1,2,0,1,0
1850000.0,115.0,3,2,1,1,1,0,1,0,1,2,0,1,0
3750000.0,145.0,3,2,1,1,1,2,0,1,1,2,0,1,0
1749000.0,106.0,2,2,1,1,1,0,1,1,1,2,0,1,0
4000000.0,154.0,3,2,1,2,1,0,1,1,1,2,0,1,0
1150000.0,142.0,1,4,2,1,1,0,1,1,1,2,0,1,0
3750000.0,155.0,3,2,1,2,1,1,1,1,0,2,0,1,0
2200000.0,125.0,3,2,1,1,1,0,1,1,1,1,0,1,0
1565000.0,80.0,2,2,1,1,1,1,1,1,0,2,0,1,0
1200000.0,95.0,2,2,3,1,1,0,1,0,1,1,0,0,0
2150000.0,145.0,3,2,1,2,1,2,1,1,1,2,0,1,0
2400000.0,120.0,2,2,1,2,1,0,1,0,1,2,0,1,0
15000000.0,330.0,4,4,2,1,1,1,1,1,1,2,0,1,0
2100000.0,100.0,2,2,1,1,1,1,1,1,0,1,0,1,0
2500000.0,140.0,3,2,1,1,1,2,1,1,1,1,0,1,0
2450000.0,120.0,3,2,1,1,1,0,1,1,1,2,0,1,0
2525000.0,120.0,3,2,1,1,1,1,1,1,1,2,0,1,0
2000000.0,135.0,3,2,1,2,1,2,1,1,1,2,0,1,0
935000.0,100.0,4,4,3,1,1,1,1,1,1,2,0,1,0
2580000.0,130.0,3,2,1,1,1,2,1,1,1,2,0,1,0
1650000.0,105.0,3,2,1,1,1,0,1,1,1,2,0,1,0
2000000.0,90.0,2,2,1,1,1,0,1,1,0,2,0,1,0
2080000.0,110.0,2,2,1,2,1,0,1,1,1,2,0,1,0
2945000.0,70.0,2,2,1,1,1,2,1,1,1,1,0,1,0
1200000.0,47.0,1,2,3,1,1,2,1,1,1,1,0,1,1
1850000.0,95.0,2,2,1,1,1,0,1,1,1,1,0,1,0
1980000.0,85.0,2,2,1,1,1,0,1,1,0,1,0,1,0
1495000.0,85.0,2,2,1,1,1,0,1,1,1,1,0,1,0
2600000.0,179.0,4,2,1,1,1,0,1,1,0,2,0,1,0
2800000.0,142.0,4,2,1,2,1,2,1,1,1,2,0,1,0
3150000.0,100.0,2,2,1,2,1,0,1,1,1,2,0,1,0
1780000.0,105.0,2,2,1,1,1,1,1,1,1,2,0,1,0
2650000.0,135.0,3,2,1,1,1,1,1,1,1,2,0,1,0
1950000.0,115.0,2,2,1,1,1,1,1,1,1,2,0,1,0
1495000.0,85.0,2,2,1,1,1,1,1,1,1,2,0,1,0
2050000.0,145.0,3,2,1,1,1,1,1,1,0,2,0,1,0
4750000.0,165.0,3,2,1,1,1,1,1,1,0,2,0,1,0
3100000.0,120.0,3,2,1,1,1,1,1,1,0,2,0,1,0
1449000.0,85.0,2,2,1,1,1,0,1,0,0,1,0,0,0
1590000.0,75.0,2,2,1,1,1,0,1,0,0,1,0,1,0
1350000.0,90.0,2,2,1,1,1,0,1,1,1,1,0,1,0
2275000.0,90.0,3,2,1,1,1,1,1,1,1,2,0,1,0
3500000.0,170.0,4,2,1,1,1,2,1,1,1,2,0,1,0
1650000.0,110.0,3,2,1,1,1,1,1,1,1,2,0,1,0
1600000.0,80.0,2,2,1,1,1,0,1,1,1,2,0,1,0
3300000.0,135.0,3,2,1,1,1,1,1,1,1,2,0,1,0
2190000.0,130.0,4,2,1,1,1,0,1,1,1,2,0,1,0
1395000.0,70.0,2,2,1,1,1,0,1,1,1,2,0,1,0
2650000.0,135.0,3,2,1,1,1,2,1,0,1,1,0,1,0
2000000.0,140.0,3,2,1,1,1,1,1,1,1,2,0,1,0
2500000.0,125.0,3,2,3,1,1,0,1,1,1,2,0,1,0
1530000.0,90.0,2,2,1,1,1,0,1,1,1,2,0,1,0
1650000.0,90.0,2,2,1,1,1,0,1,1,1,2,0,1,0
1535000.0,115.0,3,2,1,1,1,0,1,1,1,2,0,1,0
1510000.0,105.0,3,2,1,1,1,1,1,1,1,2,0,1,0
1300000.0,75.0,2,2,3,1,1,0,1,1,1,2,0,1,0
2850000.0,100.0,3,2,1,1,1,1,1,1,1,2,0,1,0
1350000.0,125.0,3,2,1,1,1,1,1,1,1,2,0,1,0
1815000.0,110.0,2,2,1,1,1,2,1,1,1,1,0,1,0
2700000.0,148.0,3,2,1,2,1,0,1,1,1,2,0,1,0
1500000.0,90.0,2,2,1,1,1,0,1,1,1,2,0,1,0
1575000.0,90.0,2,2,1,1,1,0,1,1,1,2,0,1,0
1825000.0,80.0,2,2,1,1,1,0,1,1,1,2,0,1,0
1580000.0,125.0,3,2,1,2,1,1,1,1,0,2,0,1,0
2250000.0,120.0,3,2,1,2,1,0,1,1,1,2,0,1,0
5790000.0,155.0,3,2,1,1,1,1,1,1,0,2,0,1,0
3580000.0,140.0,3,2,1,1,1,1,1,1,0,2,0,1,0
2850000.0,120.0,3,2,1,1,1,1,1,1,1,2,0,1,0
2095000.0,125.0,3,2,3,1,1,1,1,1,1,2,0,1,0
2200000.0,120.0,3,2,1,1,1,1,1,1,0,2,0,1,0
2395000.0,120.0,3,2,1,1,1,1,1,1,0,2,0,1,0
1820000.0,110.0,3,2,1,1,1,1,1,1,1,2,0,1,0
1275000.0,80.0,2,2,1,1,1,1,1,1,1,2,0,1,0
2495000.0,115.0,3,2,1,1,1,1,1,1,0,2,0,1,0
850000.0,50.0,1,2,3,1,1,2,1,1,1,2,0,1,0
2000000.0,140.0,3,2,1,2,1,2,1,1,1,2,0,1,0
1950000.0,120.0,3,2,1,1,1,1,0,1,1,2,0,1,0
1450000.0,119.0,3,2,1,2,1,1,0,1,0,2,0,1,0
2250000.0,70.0,1,2,1,1,1,2,0,1,1,2,0,1,1
1150000.0,130.0,3,2,2,1,1,1,1,1,0,1,0,0,1
1800000.0,120.0,3,2,1,1,1,0,1,0,1,2,0,0,0
2080000.0,128.0,3,2,1,2,1,1,1,1,1,2,0,1,0
1750000.0,85.0,2,2,1,1,1,0,1,1,1,2,0,1,0
2600000.0,165.0,3,2,1,2,1,0,1,1,1,2,0,1,0
1750000.0,90.0,2,2,1,1,1,1,1,1,1,2,0,1,0
2290000.0,140.0,3,2,1,1,1,2,1,1,1,2,0,1,0
1550000.0,125.0,3,1,1,1,1,1,1,1,1,2,0,1,0
1750000.0,110.0,3,2,1,1,1,0,1,1,1,2,0,1,0
1850000.0,115.0,3,2,1,1,1,1,1,1,1,2,0,1,0
3200000.0,135.0,3,2,1,2,1,1,1,1,0,2,0,1,0
2500000.0,130.0,3,2,0,1,1,1,0,1,1,2,0,1,0
2750000.0,160.0,3,2,1,1,1,1,1,1,1,2,0,1,0
580000.0,85.0,2,2,3,1,1,1,1,1,1,1,0,0,1
1200000.0,95.0,2,2,1,1,1,1,1,1,1,2,0,1,0
1800000.0,80.0,2,2,1,1,1,0,1,1,1,2,0,1,0
1500000.0,80.0,2,2,1,1,1,2,1,1,1,2,0,1,0
1490000.0,199.0,2,2,3,2,4,0,1,1,1,2,0,1,0
2900000.0,125.0,3,2,1,1,1,0,1,1,1,2,0,1,0
2575000.0,120.0,3,2,1,1,1,2,1,1,1,2,0,1,0
1249000.0,100.0,2,2,1,1,1,1,1,1,1,2,0,1,0
2150000.0,118.0,3,2,1,1,1,1,1,0,1,2,0,1,0
2200000.0,120.0,3,2,1,1,1,0,1,1,1,2,0,1,0
1480000.0,110.0,2,2,3,1,1,1,1,1,0,2,0,1,0
1300000.0,75.0,2,2,3,1,1,0,1,1,0,2,0,1,0
1200000.0,90.0,2,2,1,1,1,2,1,1,1,2,0,1,0
1750000.0,80.0,2,2,1,1,1,1,1,1,1,2,0,1,0
2400000.0,117.0,3,2,1,1,1,0,1,1,1,2,0,1,0
2750000.0,67.0,2,2,1,2,1,0,1,0,0,2,0,1,0
1900000.0,135.0,3,2,1,2,1,2,1,1,1,2,0,1,0
825000.0,135.0,3,2,3,1,4,1,1,1,1,2,0,1,0
1350000.0,125.0,3,1,1,1,1,1,1,1,1,2,0,1,0
1550000.0,80.0,2,2,1,1,1,0,1,1,1,2,0,1,0
2245000.0,125.0,3,2,1,1,1,1,1,1,0,2,0,1,0
2350000.0,15.0,3,2,1,1,1,1,1,1,1,2,0,1,0
1650000.0,90.0,2,2,1,1,1,1,1,1,1,2,0,1,0
2750000.0,125.0,3,2,1,1,1,1,1,1,1,2,0,1,0
1575000.0,80.0,2,2,1,1,1,1,1,1,1,2,0,1,0
1985000.0,105.0,3,2,1,1,1,1,1,1,1,2,0,1,0
1835000.0,127.0,3,2,1,2,1,2,1,1,1,2,0,1,0
2700000.0,125.0,3,2,1,1,1,0,1,0,1,2,0,1,0
4950000.0,193.0,4,3,1,2,1,0,1,1,1,1,0,2,1
2590000.0,146.0,3,2,0,2,1,0,1,1,0,2,0,1,0
1680000.0,80.0,2,2,0,1,1,1,0,1,1,2,0,1,1
2800000.0,115.0,3,2,1,1,1,1,0,1,1,2,0,1,0
3150000.0,100.0,2,2,1,1,1,0,1,1,1,2,0,1,0
2980000.0,135.0,3,2,1,1,1,1,1,1,1,2,0,1,0
2200000.0,120.0,3,2,1,1,1,1,1,1,1,2,0,1,0
2100000.0,205.0,4,2,1,2,1,2,1,1,1,2,0,1,0
12500000.0,235.0,4,2,1,2,5,2,0,1,1,2,0,1,0
1065000.0,80.0,2,2,1,1,1,1,1,1,0,2,0,1,0
2350000.0,120.0,3,2,1,1,1,0,1,1,0,2,0,1,0
2250000.0,100.0,2,2,1,1,1,2,1,1,0,2,0,1,0
3100000.0,250.0,4,2,1,2,1,1,1,1,1,2,0,1,0
1950000.0,85.0,2,2,1,1,1,1,1,1,0,2,0,1,0
3800000.0,145.0,4,2,1,2,1,0,0,1,0,2,0,1,0
2100000.0,101.0,3,2,1,1,1,1,0,1,0,2,0,1,0
700000.0,95.0,2,2,3,1,4,1,1,1,1,2,0,1,0
4100000.0,230.0,4,2,1,2,1,0,1,1,0,2,0,1,0
1650000.0,105.0,3,2,1,1,1,0,1,1,1,1,0,1,0
1100000.0,280.0,3,2,3,1,4,1,1,1,1,1,0,1,0
1850000.0,90.0,2,2,1,1,1,0,1,1,0,2,0,1,0
3200000.0,120.0,3,2,1,1,1,1,1,1,0,2,0,1,0
3200000.0,90.0,2,2,1,1,1,2,0,1,0,2,0,1,0
1240000.0,50.0,1,2,1,1,1,0,1,1,1,2,0,1,0
2600000.0,115.0,3,2,1,2,1,0,1,1,1,2,0,1,0
1750000.0,95.0,3,2,1,1,1,1,1,1,1,2,0,1,0
2250000.0,110.0,3,2,1,1,1,1,1,1,1,2,0,1,0
1750000.0,70.0,2,2,1,1,1,0,1,1,1,2,0,1,0
1790000.0,90.0,2,2,1,1,1,0,1,0,0,1,0,1,0
2580000.0,130.0,3,2,1,1,1,2,1,1,1,1,0,1,0
2490000.0,90.0,2,2,1,1,1,0,1,0,0,2,0,1,0
2190000.0,200.0,4,2,1,2,1,0,1,0,0,2,0,1,0
850000.0,75.0,2,2,1,1,1,1,1,1,1,2,0,1,0
12000000.0,230.0,4,2,1,3,5,0,1,1,0,2,0,1,0
1350000.0,110.0,3,2,2,1,1,1,1,1,1,2,0,1,0
725000.0,75.0,2,2,3,1,4,1,1,1,1,2,0,1,0
